ID;Loan_duration_in_month;Purpose;Loan_Amount;Occupation;Monthly_Income;Length_Employment;Marital_Status;Residential_Property_Status;Home_Address;Office_Address;Age;Present_Residence_Since;Email_Domain_Type
ABC0408;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_3;Area_2;27;b. 1-5 years;Public_Domain
ABC0409;1;electronics;100;unemployed;c. 500 - 1000;e. More7 years;divorced;own;Area_2;Area_3;26;b. 1-5 years;Public_Domain
ABC0410;3;food;50;permanent_employee;c. 500 - 1000;d. 4-7 years;divorced;own;Area_2;Area_2;28;b. 1-5 years;Public_Domain
ABC0411;1;electronics;50;permanent_employee;a. Less 100;e. More7 years;single;own;Area_1;Area_3;20;d. More10 years;Public_Domain
ABC0412;5;education;200;unemployed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;35;b. 1-5 years;Professional_Domain
ABC0413;6;business_loan;100;unemployed;a. Less 100;a. unemployed;married;own;Area_1;Area_3;42;b. 1-5 years;Public_Domain
ABC0414;2;food;50;self-employed;c. 500 - 1000;c. 1-4 years;married;rent;Area_1;Area_2;40;b. 1-5 years;Public_Domain
ABC0415;1;business_loan;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_2;35;b. 1-5 years;Public_Domain
ABC0416;5;education;200;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_2;35;b. 1-5 years;Public_Domain
ABC0417;6;food;100;self-employed;a. Less 100;b. Less1 years;married;own;Area_4;Area_3;33;a. Less1 year;Public_Domain
ABC0418;3;food;200;permanent_employee;e. More 2000;c. 1-4 years;single;rent;Area_2;Area_3;23;b. 1-5 years;Professional_Domain
ABC0419;3;education;100;unemployed;c. 500 - 1000;d. 4-7 years;single;own;Area_1;Area_4;31;b. 1-5 years;Public_Domain
ABC0420;3;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;single;own;Area_3;Area_1;33;b. 1-5 years;Public_Domain
ABC0421;3;electronics;100;permanent_employee;d. 1000 - 2000;d. 4-7 years;single;rent;Area_2;Area_1;20;c. 5-10 years;Professional_Domain
ABC0422;6;business_loan;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_2;Area_4;30;b. 1-5 years;Public_Domain
ABC0423;6;electronics;50;self-employed;a. Less 100;d. 4-7 years;married;own;Area_1;Area_4;47;c. 5-10 years;Public_Domain
ABC0424;3;household_appliances;50;unemployed;b. 100 - 500;;married;own;Area_2;Area_2;34;c. 5-10 years;Public_Domain
ABC0425;2;household_appliances;100;permanent_employee;e. More 2000;;single;own;Area_4;Area_1;25;b. 1-5 years;Public_Domain
ABC0426;3;business_loan;100;permanent_employee;a. Less 100;;divorced;rent;Area_4;Area_4;21;c. 5-10 years;Public_Domain
ABC0427;4;electronics;100;permanent_employee;a. Less 100;;married;own;Area_1;Area_1;29;b. 1-5 years;Public_Domain
ABC0428;3;electronics;50;permanent_employee;d. 1000 - 2000;;married;own;Area_4;Area_4;46;c. 5-10 years;Public_Domain
ABC0429;3;electronics;50;permanent_employee;a. Less 100;;married;own;Area_2;Area_2;20;d. More10 years;Public_Domain
ABC0430;6;electronics;50;contract_employee;a. Less 100;;single;family_owned;Area_2;Area_4;55;d. More10 years;Public_Domain
ABC0431;3;business_loan;100;self-employed;a. Less 100;;married;own;Area_1;Area_4;74;d. More10 years;Public_Domain
ABC0432;4;food;300;unemployed;a. Less 100;;married;own;Area_2;Area_2;29;c. 5-10 years;Public_Domain
ABC0433;1;household_appliances;50;unemployed;a. Less 100;;married;family_owned;Area_2;Area_3;36;d. More10 years;Public_Domain
ABC0434;4;vacation;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_2;33;b. 1-5 years;Public_Domain
ABC0435;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_4;Area_4;25;b. 1-5 years;Public_Domain
ABC0436;6;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_1;Area_1;25;a. Less1 year;Public_Domain
ABC0437;1;vacation;50;self-employed;c. 500 - 1000;d. 4-7 years;divorced;rent;Area_2;Area_3;23;d. More10 years;Public_Domain
ABC0438;4;food;50;permanent_employee;d. 1000 - 2000;e. More7 years;single;own;Area_2;Area_3;37;d. More10 years;Public_Domain
ABC0439;6;vacation;100;contract_employee;a. Less 100;a. unemployed;married;own;Area_1;Area_4;65;d. More10 years;Professional_Domain
ABC0440;1;business_loan;50;contract_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_4;26;a. Less1 year;Public_Domain
ABC0441;6;electronics;50;unemployed;a. Less 100;e. More7 years;married;own;Area_3;Area_2;39;d. More10 years;Public_Domain
ABC0442;1;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_2;30;c. 5-10 years;Public_Domain
ABC0443;3;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_4;29;c. 5-10 years;Public_Domain
ABC0444;1;food;50;self-employed;a. Less 100;e. More7 years;married;own;Area_1;Area_4;41;d. More10 years;Public_Domain
ABC0445;6;household_appliances;200;unemployed;a. Less 100;c. 1-4 years;single;own;Area_4;Area_2;30;c. 5-10 years;Professional_Domain
ABC0446;2;food;50;self-employed;e. More 2000;e. More7 years;single;rent;Area_1;Area_1;41;d. More10 years;Public_Domain
ABC0447;6;food;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_4;34;d. More10 years;Public_Domain
ABC0448;2;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_4;Area_1;35;b. 1-5 years;Public_Domain
ABC0449;3;electronics;50;unemployed;e. More 2000;e. More7 years;single;own;Area_1;Area_2;55;d. More10 years;Public_Domain
ABC0450;6;vacation;50;permanent_employee;d. 1000 - 2000;c. 1-4 years;divorced;own;Area_2;Area_4;61;c. 5-10 years;Public_Domain
ABC0451;5;business_loan;300;unemployed;e. More 2000;c. 1-4 years;married;own;Area_1;Area_4;30;b. 1-5 years;Public_Domain
ABC0452;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;29;a. Less1 year;Public_Domain
ABC0453;2;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_1;34;d. More10 years;Public_Domain
ABC0454;6;business_loan;100;unemployed;a. Less 100;e. More7 years;married;own;Area_3;Area_4;35;d. More10 years;Public_Domain
ABC0455;1;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;31;c. 5-10 years;Public_Domain
ABC0456;6;business_loan;100;unemployed;a. Less 100;b. Less1 years;single;own;Area_3;Area_2;29;a. Less1 year;Public_Domain
ABC0457;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_3;Area_3;36;b. 1-5 years;Public_Domain
ABC0458;2;household_appliances;100;permanent_employee;;e. More7 years;married;family_owned;Area_3;Area_2;35;d. More10 years;Professional_Domain
ABC0459;1;education;50;permanent_employee;;b. Less1 years;single;own;Area_2;Area_3;27;a. Less1 year;Public_Domain
ABC0460;3;electronics;100;permanent_employee;;b. Less1 years;married;own;Area_1;Area_1;32;b. 1-5 years;Professional_Domain
ABC0461;5;household_appliances;100;permanent_employee;;c. 1-4 years;married;own;Area_2;Area_4;37;b. 1-5 years;Professional_Domain
ABC0462;3;electronics;50;permanent_employee;;b. Less1 years;married;own;Area_1;Area_2;36;c. 5-10 years;Public_Domain
ABC0463;1;household_appliances;100;unemployed;a. Less 100;b. Less1 years;single;rent;Area_1;Area_3;34;a. Less1 year;Professional_Domain
ABC0464;2;education;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_3;Area_4;38;d. More10 years;Public_Domain
ABC0465;3;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;34;a. Less1 year;Public_Domain
ABC0466;4;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_3;63;d. More10 years;Public_Domain
ABC0467;6;electronics;50;self-employed;a. Less 100;b. Less1 years;single;rent;Area_2;Area_2;29;b. 1-5 years;Public_Domain
ABC0468;6;electronics;200;permanent_employee;e. More 2000;e. More7 years;married;own;Area_3;Area_2;32;c. 5-10 years;Public_Domain
ABC0469;5;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_3;26;b. 1-5 years;Public_Domain
ABC0470;4;business_loan;100;self-employed;a. Less 100;d. 4-7 years;married;own;Area_1;Area_2;35;c. 5-10 years;Public_Domain
ABC0471;4;electronics;100;permanent_employee;b. 100 - 500;b. Less1 years;divorced;rent;Area_1;Area_4;22;b. 1-5 years;Professional_Domain
ABC0472;1;food;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_2;Area_3;23;d. More10 years;Public_Domain
ABC0473;6;food;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_3;28;c. 5-10 years;Public_Domain
ABC0474;1;education;50;unemployed;e. More 2000;a. unemployed;married;own;Area_4;Area_2;36;d. More10 years;Public_Domain
ABC0475;3;vacation;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_3;33;b. 1-5 years;Public_Domain
ABC0476;1;electronics;100;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_2;Area_3;26;d. More10 years;Public_Domain
ABC0477;5;business_loan;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_2;Area_4;24;d. More10 years;Public_Domain
ABC0478;4;electronics;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;25;b. 1-5 years;Professional_Domain
ABC0479;1;business_loan;50;self-employed;b. 100 - 500;d. 4-7 years;married;own;Area_2;Area_2;39;d. More10 years;Public_Domain
ABC0480;3;food;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_2;44;d. More10 years;Public_Domain
ABC0481;1;education;100;self-employed;a. Less 100;c. 1-4 years;single;own;Area_1;Area_1;23;a. Less1 year;Professional_Domain
ABC0482;4;electronics;50;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_3;Area_2;26;a. Less1 year;Public_Domain
ABC0483;3;electronics;100;permanent_employee;d. 1000 - 2000;e. More7 years;single;rent;Area_1;Area_3;57;d. More10 years;Professional_Domain
ABC0484;3;electronics;50;permanent_employee;d. 1000 - 2000;d. 4-7 years;single;own;Area_2;Area_1;30;b. 1-5 years;Public_Domain
ABC0485;1;electronics;50;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_2;Area_4;44;d. More10 years;Public_Domain
ABC0486;6;electronics;50;unemployed;a. Less 100;a. unemployed;married;own;Area_4;Area_2;47;d. More10 years;Public_Domain
ABC0487;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_2;52;d. More10 years;Professional_Domain
ABC0488;1;electronics;100;permanent_employee;a. Less 100;e. More7 years;single;family_owned;Area_3;Area_2;62;d. More10 years;Professional_Domain
ABC0489;6;electronics;50;self-employed;b. 100 - 500;c. 1-4 years;married;rent;Area_2;Area_1;35;b. 1-5 years;Public_Domain
ABC0490;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_3;Area_4;26;c. 5-10 years;Public_Domain
ABC0491;3;electronics;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_3;26;b. 1-5 years;Public_Domain
ABC0492;4;business_loan;200;unemployed;a. Less 100;e. More7 years;single;family_owned;Area_1;Area_2;42;d. More10 years;Public_Domain
ABC0493;1;electronics;50;permanent_employee;b. 100 - 500;c. 1-4 years;single;own;Area_2;Area_2;27;a. Less1 year;Public_Domain
ABC0494;1;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_1;38;d. More10 years;Public_Domain
ABC0495;6;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;rent;Area_2;Area_2;39;b. 1-5 years;Public_Domain
ABC0496;4;electronics;100;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_3;Area_1;20;d. More10 years;Public_Domain
ABC0497;5;household_appliances;200;unemployed;b. 100 - 500;b. Less1 years;married;rent;Area_2;Area_3;29;a. Less1 year;Public_Domain
ABC0498;4;household_appliances;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;40;c. 5-10 years;Public_Domain
ABC0499;3;electronics;50;self-employed;a. Less 100;e. More7 years;divorced;own;Area_1;Area_3;32;b. 1-5 years;Public_Domain
ABC0500;6;electronics;50;permanent_employee;b. 100 - 500;e. More7 years;divorced;own;Area_3;Area_2;28;d. More10 years;Public_Domain
ABC0501;1;electronics;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_2;Area_3;27;a. Less1 year;Public_Domain
ABC0502;5;business_loan;200;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_3;Area_2;42;d. More10 years;Professional_Domain
ABC0503;2;electronics;50;permanent_employee;b. 100 - 500;e. More7 years;divorced;own;Area_4;Area_4;49;d. More10 years;Public_Domain
ABC0504;6;electronics;50;permanent_employee;b. 100 - 500;b. Less1 years;married;own;Area_2;Area_4;38;d. More10 years;Public_Domain
ABC0505;1;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_1;24;d. More10 years;Public_Domain
ABC0506;1;electronics;50;self-employed;e. More 2000;c. 1-4 years;married;own;Area_1;Area_4;27;d. More10 years;Public_Domain
ABC0507;3;business_loan;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_1;Area_2;36;b. 1-5 years;Public_Domain
ABC0508;1;electronics;200;unemployed;b. 100 - 500;a. unemployed;married;own;Area_1;Area_3;34;b. 1-5 years;Professional_Domain
ABC0509;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_2;28;b. 1-5 years;Public_Domain
ABC0510;5;business_loan;200;unemployed;b. 100 - 500;e. More7 years;married;own;Area_2;Area_3;45;b. 1-5 years;Professional_Domain
ABC0511;6;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;26;b. 1-5 years;Public_Domain
ABC0512;5;business_loan;100;unemployed;a. Less 100;c. 1-4 years;married;family_owned;Area_1;Area_4;32;b. 1-5 years;Public_Domain
ABC0513;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;rent;Area_3;Area_2;26;d. More10 years;Public_Domain
ABC0514;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_3;Area_1;20;d. More10 years;Public_Domain
ABC0515;4;vacation;100;permanent_employee;e. More 2000;b. Less1 years;married;own;Area_3;Area_3;54;a. Less1 year;Public_Domain
ABC0516;1;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_3;Area_4;37;c. 5-10 years;Public_Domain
ABC0517;1;electronics;50;self-employed;a. Less 100;b. Less1 years;married;own;Area_3;Area_1;40;d. More10 years;Public_Domain
ABC0518;5;household_appliances;200;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_3;23;d. More10 years;Public_Domain
ABC0519;3;electronics;50;permanent_employee;b. 100 - 500;e. More7 years;married;own;Area_3;Area_4;43;b. 1-5 years;Public_Domain
ABC0520;1;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_4;Area_1;36;d. More10 years;Public_Domain
ABC0521;4;vacation;200;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_1;Area_1;44;d. More10 years;Public_Domain
ABC0522;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;24;b. 1-5 years;Public_Domain
ABC0523;6;electronics;200;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_2;Area_2;53;d. More10 years;Public_Domain
ABC0524;6;business_loan;100;permanent_employee;b. 100 - 500;d. 4-7 years;single;own;Area_2;Area_4;23;d. More10 years;Professional_Domain
ABC0525;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;26;d. More10 years;Public_Domain
ABC0526;3;business_loan;200;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_1;Area_2;30;c. 5-10 years;Professional_Domain
ABC0527;1;education;50;;;;;;Area_2;Area_1;;;Public_Domain
ABC0528;1;electronics;50;self-employed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;42;a. Less1 year;Public_Domain
ABC0529;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_1;Area_2;31;d. More10 years;Public_Domain
ABC0530;3;electronics;50;self-employed;a. Less 100;b. Less1 years;married;own;Area_2;Area_1;41;d. More10 years;Public_Domain
ABC0531;5;food;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_1;32;a. Less1 year;Public_Domain
ABC0532;3;education;100;permanent_employee;b. 100 - 500;c. 1-4 years;single;rent;Area_2;Area_4;28;d. More10 years;Public_Domain
ABC0533;2;business_loan;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_3;Area_3;41;d. More10 years;Public_Domain
ABC0534;4;household_appliances;50;permanent_employee;b. 100 - 500;d. 4-7 years;divorced;own;Area_2;Area_2;26;c. 5-10 years;Public_Domain
ABC0535;6;electronics;100;permanent_employee;e. More 2000;b. Less1 years;married;own;Area_1;Area_1;25;b. 1-5 years;Professional_Domain
ABC0536;1;food;100;permanent_employee;a. Less 100;b. Less1 years;divorced;rent;Area_3;Area_2;33;a. Less1 year;Public_Domain
ABC0537;1;electronics;50;unemployed;e. More 2000;a. unemployed;single;own;Area_3;Area_3;75;c. 5-10 years;Public_Domain
ABC0538;3;electronics;100;;a. Less 100;e. More7 years;single;own;Area_2;Area_4;37;d. More10 years;Professional_Domain
ABC0539;6;food;200;unemployed;a. Less 100;e. More7 years;married;family_owned;Area_3;Area_4;42;d. More10 years;Public_Domain
ABC0540;3;electronics;100;;a. Less 100;b. Less1 years;single;own;Area_3;Area_3;45;a. Less1 year;Professional_Domain
ABC0541;1;education;50;;a. Less 100;b. Less1 years;divorced;rent;Area_3;Area_3;23;a. Less1 year;Public_Domain
ABC0542;1;education;100;;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_1;60;d. More10 years;Public_Domain
ABC0543;1;electronics;200;;e. More 2000;e. More7 years;married;own;Area_1;Area_4;31;d. More10 years;Public_Domain
ABC0544;3;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_3;Area_3;34;a. Less1 year;Public_Domain
ABC0545;6;education;50;;a. Less 100;e. More7 years;married;own;Area_1;Area_3;61;d. More10 years;Public_Domain
ABC0546;4;electronics;50;permanent_employee;a. Less 100;a. unemployed;;family_owned;Area_2;Area_1;43;b. 1-5 years;Public_Domain
ABC0547;4;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;37;d. More10 years;Public_Domain
ABC0548;6;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;;own;Area_2;Area_3;32;a. Less1 year;Public_Domain
ABC0549;6;electronics;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_3;Area_3;24;d. More10 years;Public_Domain
ABC0550;6;business_loan;200;permanent_employee;e. More 2000;d. 4-7 years;married;;Area_2;Area_3;35;a. Less1 year;Public_Domain
ABC0551;2;vacation;50;permanent_employee;e. More 2000;d. 4-7 years;single;own;Area_2;Area_2;23;d. More10 years;Public_Domain
ABC0552;1;electronics;50;self-employed;c. 500 - 1000;e. More7 years;married;own;Area_2;Area_4;45;d. More10 years;Public_Domain
ABC0553;6;electronics;200;permanent_employee;a. Less 100;d. 4-7 years;divorced;own;Area_1;Area_2;34;a. Less1 year;Public_Domain
ABC0554;6;food;50;permanent_employee;b. 100 - 500;;married;own;Area_1;Area_1;27;a. Less1 year;Public_Domain
ABC0555;1;food;50;;a. Less 100;;single;own;Area_1;Area_3;67;d. More10 years;Public_Domain
ABC0556;6;electronics;50;permanent_employee;a. Less 100;;married;own;Area_2;Area_4;22;a. Less1 year;Public_Domain
ABC0557;3;food;100;permanent_employee;b. 100 - 500;;single;own;Area_4;Area_2;28;c. 5-10 years;Public_Domain
ABC0558;6;food;200;permanent_employee;e. More 2000;;single;own;Area_2;Area_2;29;d. More10 years;Professional_Domain
ABC0559;6;electronics;100;permanent_employee;a. Less 100;;married;own;Area_1;Area_2;27;d. More10 years;Public_Domain
ABC0560;3;electronics;50;self-employed;a. Less 100;;married;own;Area_3;Area_3;31;b. 1-5 years;Public_Domain
ABC0561;3;business_loan;100;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_4;Area_4;49;d. More10 years;Public_Domain
ABC0562;3;household_appliances;50;self-employed;a. Less 100;d. 4-7 years;married;rent;Area_1;Area_4;24;d. More10 years;Public_Domain
ABC0563;1;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_1;Area_2;29;a. Less1 year;Public_Domain
ABC0564;1;education;300;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_2;Area_2;37;d. More10 years;Professional_Domain
ABC0565;4;business_loan;100;unemployed;e. More 2000;c. 1-4 years;married;own;Area_1;Area_4;37;b. 1-5 years;Professional_Domain
ABC0566;1;household_appliances;50;permanent_employee;b. 100 - 500;d. 4-7 years;single;rent;Area_3;Area_3;23;b. 1-5 years;Public_Domain
ABC0567;1;food;50;permanent_employee;a. Less 100;d. 4-7 years;divorced;own;Area_1;Area_3;36;c. 5-10 years;Public_Domain
ABC0568;3;household_appliances;100;permanent_employee;d. 1000 - 2000;e. More7 years;married;own;Area_3;Area_2;34;b. 1-5 years;Public_Domain
ABC0569;6;household_appliances;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_4;41;a. Less1 year;Professional_Domain
ABC0570;1;household_appliances;200;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;31;b. 1-5 years;Professional_Domain
ABC0571;4;electronics;100;self-employed;a. Less 100;b. Less1 years;single;rent;Area_1;Area_4;23;d. More10 years;Professional_Domain
ABC0572;5;household_appliances;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_2;38;b. 1-5 years;Professional_Domain
ABC0573;4;business_loan;200;unemployed;e. More 2000;a. unemployed;single;rent;Area_2;Area_2;26;d. More10 years;Professional_Domain
ABC0574;3;business_loan;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_1;Area_3;22;d. More10 years;Public_Domain
ABC0575;6;vacation;50;self-employed;a. Less 100;e. More7 years;married;own;Area_4;Area_2;27;d. More10 years;Public_Domain
ABC0576;3;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_4;Area_4;24;c. 5-10 years;Public_Domain
ABC0577;6;education;100;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_2;Area_3;27;a. Less1 year;Public_Domain
ABC0578;1;food;50;permanent_employee;e. More 2000;c. 1-4 years;single;own;Area_1;Area_2;33;b. 1-5 years;Public_Domain
ABC0579;1;household_appliances;100;;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_2;27;d. More10 years;Public_Domain
ABC0580;4;education;50;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_4;27;c. 5-10 years;Public_Domain
ABC0581;6;household_appliances;50;permanent_employee;a. Less 100;e. More7 years;married;;Area_3;Area_2;30;c. 5-10 years;Public_Domain
ABC0582;6;household_appliances;100;self-employed;a. Less 100;b. Less1 years;married;own;Area_2;Area_4;49;c. 5-10 years;Professional_Domain
ABC0583;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_2;Area_2;26;b. 1-5 years;Public_Domain
ABC0584;5;vacation;100;self-employed;a. Less 100;b. Less1 years;married;rent;Area_2;Area_4;33;a. Less1 year;Public_Domain
ABC0585;6;education;100;unemployed;e. More 2000;e. More7 years;single;family_owned;Area_4;Area_1;52;d. More10 years;Public_Domain
ABC0586;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_1;Area_2;20;d. More10 years;Public_Domain
ABC0587;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_1;Area_2;36;b. 1-5 years;Public_Domain
ABC0588;2;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_2;21;a. Less1 year;Public_Domain
ABC0589;3;household_appliances;50;self-employed;a. Less 100;c. 1-4 years;divorced;own;Area_1;Area_2;47;c. 5-10 years;Public_Domain
ABC0590;2;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_4;60;c. 5-10 years;Public_Domain
ABC0591;3;education;50;self-employed;a. Less 100;d. 4-7 years;single;own;Area_3;Area_3;58;c. 5-10 years;Public_Domain
ABC0592;4;education;50;permanent_employee;e. More 2000;c. 1-4 years;single;rent;Area_4;Area_2;42;d. More10 years;Public_Domain
ABC0593;3;business_loan;50;self-employed;d. 1000 - 2000;e. More7 years;single;own;Area_2;Area_2;36;d. More10 years;Public_Domain
ABC0594;4;food;100;self-employed;a. Less 100;c. 1-4 years;single;rent;Area_4;Area_4;20;d. More10 years;Public_Domain
ABC0595;6;electronics;50;unemployed;e. More 2000;e. More7 years;married;own;Area_3;Area_2;40;c. 5-10 years;Public_Domain
ABC0596;1;education;50;self-employed;b. 100 - 500;b. Less1 years;single;own;Area_1;Area_2;32;a. Less1 year;Public_Domain
ABC0597;3;education;50;permanent_employee;a. Less 100;d. 4-7 years;single;rent;Area_4;Area_1;23;d. More10 years;Public_Domain
ABC0598;3;business_loan;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_3;36;d. More10 years;Public_Domain
ABC0599;3;education;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_3;31;b. 1-5 years;Public_Domain
ABC0600;4;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_2;Area_1;32;b. 1-5 years;Professional_Domain
ABC0601;3;vacation;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_1;Area_4;45;a. Less1 year;Public_Domain
ABC0602;2;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_2;30;a. Less1 year;Public_Domain
ABC0603;4;food;50;self-employed;a. Less 100;d. 4-7 years;single;family_owned;Area_2;Area_4;34;d. More10 years;Public_Domain
ABC0604;1;electronics;100;unemployed;a. Less 100;c. 1-4 years;single;own;Area_3;Area_3;28;b. 1-5 years;Public_Domain
ABC0605;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_1;Area_3;23;b. 1-5 years;Public_Domain
ABC0606;4;electronics;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_4;Area_2;22;d. More10 years;Public_Domain
ABC0607;4;business_loan;100;unemployed;a. Less 100;c. 1-4 years;married;own;Area_3;Area_4;74;b. 1-5 years;Public_Domain
ABC0608;5;electronics;100;permanent_employee;b. 100 - 500;c. 1-4 years;single;family_owned;Area_4;Area_3;50;d. More10 years;Public_Domain
ABC0609;3;electronics;100;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_2;Area_3;33;a. Less1 year;Public_Domain
ABC0610;3;business_loan;50;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_2;Area_3;45;d. More10 years;Public_Domain
ABC0611;6;household_appliances;50;permanent_employee;b. 100 - 500;a. unemployed;single;own;Area_1;Area_2;22;c. 5-10 years;Public_Domain
ABC0612;1;electronics;50;self-employed;b. 100 - 500;e. More7 years;single;family_owned;Area_1;Area_4;48;d. More10 years;Public_Domain
ABC0613;3;electronics;100;permanent_employee;d. 1000 - 2000;b. Less1 years;single;own;Area_2;Area_3;29;b. 1-5 years;Public_Domain
ABC0614;4;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_2;Area_1;22;d. More10 years;Professional_Domain
